Date,Austin - Round Rock,Brownsville - Harlingen,Dallas - Plano - Irving,El Paso,Fort Worth - Arlington,Houston Ð The Woodlands Ð Sugar Land,Laredo,McAllen - Edinburg - Mission,San Antonio Ð New Braunfels
Aug-06,440.0,234.1,298.1,197.0,271.4,230.3,338.5,357.2,265.6
Sep-06,443.9,235.1,299.8,197.6,272.5,231.9,341.5,360.8,266.9
Oct-06,447.8,236.2,300.4,197.9,273.5,233.0,344.7,367.3,268.2
Nov-06,451.8,237.2,302.3,198.6,275.1,234.4,347.9,372.2,269.4
Dec-06,455.6,237.7,303.9,199.5,276.7,236.1,351.0,374.1,270.8
Jan-07,459.5,238.3,304.6,199.8,276.9,237.1,354.0,375.5,272.0
Feb-07,463.2,239.2,306.7,200.3,278.8,238.9,356.7,379.9,273.2
Mar-07,466.9,240.4,308.5,201.2,280.5,240.7,359.3,386.9,274.4
Apr-07,470.4,240.8,309.3,201.9,280.1,242.0,361.4,391.7,275.6
May-07,473.7,240.8,310.7,202.5,281.0,243.8,363.3,393.7,276.9
Jun-07,476.8,241.1,312.1,203.1,282.4,245.4,364.6,395.1,278.0
Jul-07,479.8,241.9,312.3,203.8,283.2,245.7,365.4,399.0,279.1
Aug-07,482.6,242.8,313.6,204.5,284.4,246.7,365.7,403.8,280.1
Sep-07,485.1,244.2,314.7,205.6,285.3,246.8,365.5,405.9,281.1
Oct-07,487.5,246.0,315.7,206.8,286.4,248.2,365.2,405.1,282.0
Nov-07,489.7,247.2,317.0,207.7,287.3,249.3,364.8,404.1,282.9
Dec-07,491.6,247.8,317.9,208.6,288.2,250.3,364.5,405.9,283.7
Jan-08,493.2,248.5,319.0,209.5,288.9,250.0,364.4,410.4,284.4
Feb-08,494.6,249.0,320.3,210.0,289.9,251.6,364.4,413.5,285.1
Mar-08,495.6,248.9,320.4,209.7,290.1,251.2,364.3,413.0,285.5
Apr-08,496.3,248.1,320.4,209.0,290.8,251.8,364.0,412.0,286.0
May-08,496.6,247.3,321.4,208.7,291.2,252.4,363.3,410.9,286.1
Jun-08,496.5,246.7,321.1,208.2,291.1,252.8,362.0,409.7,286.1
Jul-08,496.2,245.9,321.2,207.8,290.9,253.4,360.0,405.6,285.9
Aug-08,495.5,244.6,321.1,207.4,290.8,253.9,357.5,400.8,285.6
Sep-08,494.5,243.7,320.6,207.1,290.6,250.3,354.5,397.4,285.1
Oct-08,493.3,243.5,319.9,206.8,290.2,252.1,350.7,396.8,284.6
Nov-08,491.8,243.2,318.6,206.1,289.1,251.8,346.3,394.2,283.8
Dec-08,490.1,242.1,318.1,205.1,288.1,251.2,341.2,389.3,282.9
Jan-09,488.4,240.4,316.2,204.0,287.8,249.2,335.5,383.7,281.9
Feb-09,486.6,238.7,314.8,202.8,286.1,246.4,329.7,380.9,280.8
Mar-09,485.0,237.7,313.5,201.9,284.3,243.6,323.7,378.6,279.8
Apr-09,483.4,237.6,312.3,201.3,283.1,241.1,318.1,375.0,279.1
May-09,482.1,237.3,311.5,200.5,282.3,239.4,313.0,368.0,278.1
Jun-09,481.0,236.5,310.6,200.3,280.9,237.5,308.7,363.6,277.4
Jul-09,480.2,235.8,310.5,200.1,279.9,236.1,305.2,361.8,276.8
Aug-09,479.7,236.1,310.0,199.8,279.7,234.6,302.8,361.0,276.3
Sep-09,479.6,236.9,309.6,199.8,279.1,233.8,301.3,357.3,275.9
Oct-09,479.8,237.6,310.2,200.1,278.8,233.1,300.8,355.2,275.8
Nov-09,480.3,238.1,310.2,200.5,278.9,232.4,301.0,354.5,275.9
Dec-09,481.2,238.8,310.7,200.9,279.2,232.1,301.9,356.2,276.0
Jan-10,482.5,239.4,311.6,201.5,279.8,232.7,303.3,353.3,276.3
Feb-10,484.0,239.6,312.1,202.4,280.0,232.8,305.1,349.8,276.6
Mar-10,485.9,239.7,313.2,203.3,281.1,233.5,307.1,347.4,277.0
Apr-10,488.0,240.4,314.3,203.9,281.5,234.9,309.4,352.3,277.5
May-10,490.3,241.9,315.9,204.7,282.6,236.6,311.8,356.3,278.3
Jun-10,492.7,242.9,316.9,205.2,283.5,236.4,314.2,357.0,279.0
Jul-10,495.3,243.1,317.9,204.5,283.8,236.9,316.4,353.4,279.6
Aug-10,498.0,243.0,318.9,204.3,284.2,237.2,318.5,353.7,280.3
Sep-10,500.7,243.4,319.6,204.6,285.1,237.6,320.3,355.9,280.9
Oct-10,503.6,244.3,321.2,204.5,286.9,238.5,322.1,358.2,281.5
Nov-10,506.5,245.0,322.0,204.4,287.0,238.8,323.7,357.8,282.0
Dec-10,509.5,245.3,323.2,204.7,288.3,239.3,325.3,358.0,282.7
Jan-11,512.5,245.4,324.6,205.0,290.1,240.7,326.9,357.1,283.5
Feb-11,515.6,245.9,325.3,204.9,290.7,240.8,328.4,356.8,284.3
Mar-11,518.7,246.6,326.9,205.0,292.3,242.3,329.7,357.6,285.2
Apr-11,521.7,247.0,328.4,205.2,294.6,244.7,330.9,358.1,286.0
May-11,524.8,247.1,329.0,205.4,295.3,244.3,332.1,357.8,286.8
Jun-11,527.9,247.1,330.3,205.7,296.9,245.9,333.2,356.7,287.6
Jul-11,531.0,247.2,331.7,206.2,298.7,246.9,334.2,361.7,288.5
Aug-11,534.1,247.3,332.5,206.3,299.7,247.7,335.2,366.2,289.3
Sep-11,537.3,247.2,334.1,206.0,300.7,249.6,336.2,368.8,290.1
Oct-11,540.7,246.9,334.8,205.2,300.8,249.0,337.2,362.3,291.0
Nov-11,544.1,247.0,335.7,205.2,302.4,250.2,338.3,359.5,292.0
Dec-11,547.6,247.9,336.9,205.8,303.3,251.7,339.4,358.8,293.1
Jan-12,551.1,249.6,338.8,206.4,304.7,253.4,340.6,363.8,294.2
Feb-12,554.8,251.0,340.2,207.0,305.8,254.5,341.7,364.4,295.4
Mar-12,558.5,251.6,341.8,207.5,307.1,256.8,342.8,364.8,296.6
Apr-12,562.3,251.5,342.9,207.9,308.1,257.8,343.7,363.6,297.8
May-12,566.2,251.7,344.4,208.2,308.6,259.7,344.7,366.0,299.1
Jun-12,570.2,252.5,345.7,208.4,310.4,261.6,345.8,366.7,300.5
Jul-12,574.3,253.4,346.1,209.0,311.5,262.2,346.8,366.3,301.8
Aug-12,578.4,253.9,347.9,209.5,313.2,264.4,347.9,364.1,303.4
Sep-12,582.5,254.0,349.3,209.8,314.4,266.0,348.9,365.2,304.9
Oct-12,586.6,254.5,350.4,210.1,315.1,266.9,349.7,367.0,306.3
Nov-12,590.7,255.1,352.2,210.4,317.2,268.6,350.4,368.2,307.7
Dec-12,594.8,255.2,353.4,210.3,318.2,269.3,350.8,366.1,309.0
Jan-13,599.0,254.7,354.3,210.1,318.4,270.0,351.1,365.2,310.2
Feb-13,603.2,255.1,356.2,210.4,320.5,272.8,351.2,366.5,311.5
Mar-13,607.5,256.1,357.9,210.6,321.4,273.6,351.2,369.2,312.7
Apr-13,611.9,256.7,359.0,210.7,322.2,274.5,350.9,369.6,314.0
May-13,616.3,256.9,360.8,210.8,323.6,275.2,350.5,369.8,315.3
Jun-13,620.8,257.8,362.8,211.0,324.6,276.3,349.7,370.9,316.6
Jul-13,625.3,259.5,364.6,211.8,325.6,277.5,348.9,373.4,318.0
Aug-13,629.9,260.6,366.7,212.7,326.7,278.3,347.9,374.4,319.4
Sep-13,634.6,260.7,368.5,213.3,328.4,279.4,347.1,373.3,320.8
Oct-13,639.3,260.8,370.0,213.7,328.3,280.3,346.4,371.4,322.0
Nov-13,644.1,261.6,372.5,214.3,329.9,282.0,346.1,372.0,323.6
Dec-13,648.9,262.4,373.7,214.7,330.5,282.6,346.3,373.8,325.1
Jan-14,653.8,262.5,376.1,215.0,331.2,283.8,347.0,374.7,326.8
Feb-14,658.7,262.7,377.7,215.3,333.0,285.3,348.2,373.7,328.4
Mar-14,663.7,263.8,379.7,215.5,334.5,287.0,349.9,373.9,330.2
Apr-14,668.8,265.5,381.9,215.7,335.6,288.8,352.1,377.0,332.1
May-14,674.0,266.4,383.8,216.0,337.0,290.7,354.4,380.5,334.1
Jun-14,679.2,266.3,385.9,216.0,338.6,291.7,357.2,381.2,336.1
Jul-14,684.5,266.1,388.0,215.8,339.3,293.3,359.7,380.6,337.9
Aug-14,689.9,266.6,390.1,215.7,340.4,294.7,362.6,382.5,339.9
Sep-14,695.5,267.3,392.3,215.9,342.1,296.2,365.1,387.3,341.8
Oct-14,701.1,267.7,394.8,216.3,343.9,298.4,367.8,391.1,343.9
Nov-14,706.9,268.1,397.2,216.9,344.8,299.7,369.9,391.2,345.8
Dec-14,712.8,268.8,399.6,217.7,346.4,301.1,372.0,390.9,347.9
Jan-15,718.7,269.6,402.7,218.6,348.3,302.0,373.2,393.2,349.7
Feb-15,724.6,270.3,404.8,219.3,348.5,301.8,374.1,396.6,351.6
Mar-15,730.5,271.0,406.4,220.0,348.6,301.2,374.3,397.9,353.2
Apr-15,736.2,271.8,409.3,220.8,350.1,300.7,374.3,395.9,354.9
May-15,741.9,272.8,411.4,221.8,351.1,300.6,373.8,395.3,356.5
Jun-15,747.5,273.5,413.7,222.8,351.6,300.4,373.2,396.7,358.1
Jul-15,752.9,274.1,416.8,223.6,352.9,300.9,372.3,399.0,359.7
Aug-15,758.1,274.7,418.2,224.2,353.3,300.6,371.4,398.5,361.3
Sep-15,763.1,275.6,420.2,224.9,354.0,300.4,370.3,397.0,362.9
Oct-15,767.8,276.4,422.6,225.5,354.9,300.4,369.1,396.6,364.4
Nov-15,772.4,276.8,424.2,225.7,355.1,299.2,367.7,398.1,365.9
Dec-15,776.8,276.9,426.6,225.7,356.4,299.2,366.3,399.7,367.3
Jan-16,780.9,277.1,428.2,226.0,355.7,299.7,365.0,399.0,368.8
Feb-16,784.7,277.0,430.1,226.1,356.4,298.5,363.9,396.0,370.0
Mar-16,788.2,276.6,431.2,226.0,356.7,297.4,363.1,393.5,371.1
Apr-16,791.4,276.4,433.4,226.1,358.3,297.1,362.9,393.0,372.0
May-16,794.4,276.6,435.0,226.5,358.9,296.0,363.3,393.1,372.8
Jun-16,797.0,277.0,436.4,226.9,359.8,295.3,364.7,390.6,373.4
Jul-16,799.4,277.1,438.7,226.9,361.5,295.8,366.9,388.6,373.9
Aug-16,801.6,277.3,440.7,227.0,362.3,295.9,370.1,388.7,374.4
Sep-16,803.7,277.8,443.2,227.5,364.6,296.6,373.9,390.5,375.2
Oct-16,805.6,278.5,445.0,228.2,365.3,297.1,378.4,391.3,375.9
Nov-16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Dec-16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
