,Company,Market Value (M),rank_change1000,employees,CEO,Sector,HQ Location,Employees,Revenues ($M),Revenues ($M)Growth,Profits ($M),Profits ($M)Growth,Assets ($M),Assets ($M)Growth,Total Stockholder Equity ($M),Total Stockholder Equity ($M)Growth,Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),"Total Return to Investors (5 year, annualized)","Total Return to Investors (10 year, annualized)",Market Cap (M),No_Directors,Median_age,Board_Independance,Median_Tenure,Median_pay,women_on_board,GD_Approval,HBR Ranked,GD Ranked,GD & HBR Ranked,MarketSize: < 250 million,"MarketSize: 250 ~ 1,000 million","MarketSize: 1,001 ~ 5,000 million","MarketSize: 5,001 ~ 50,000 million",MarketSize: 50 Billion +,Aerospace & Defense,Apparel,Business Services,Chemicals,Energy,Engineering & Construction,Financials,Food & Drug Stores,"Food, Beverages & Tobacco",Health Care,"Hotels, Restaurants & Leisure",Household Products,Industrials,Materials,Media,Motor Vehicles & Parts,Retailing,Technology,Telecommunications,Transportation,Wholesalers,State,Region,Division,Midwest,Northeast,South,West,East North Central,East South Central,Middle Atlantic,Mountain,New England,Pacific,South Atlantic,West North Central,West South Central
0,walmart,279880.3,0.0,2200000.0,C. Douglas McMillon,Retailing,"Bentonville, Ark.",2200000.0,514405.0,2.8,6670.0,-32.4,219295.0,0.0,72496.0,0.0,1.3,3.0,9.2,2.26,6.1,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Arkansas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
1,exxonmobil,342172.0,0.0,71000.0,Darren W. Woods,Energy,"Irving, Texas",71000.0,290212.0,18.8,20840.0,5.7,346196.0,0.0,191794.0,0.0,7.2,6.0,10.9,4.88,-4.3,1.5,344980.0,12.0,65.0,0.92,5.5,360513.0,0.17,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
2,apple,895667.4,1.0,132000.0,Timothy D. Cook,Technology,"Cupertino, Calif.",132000.0,265595.0,15.9,59531.0,23.1,365725.0,0.0,107147.0,0.0,22.4,16.3,55.6,11.91,16.6,30.8,666252.0,8.0,64.0,0.88,4.5,317829.0,0.25,0.92,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
3,berkshirehathaway,493870.3,-1.0,389000.0,Warren E. Buffett,Financials,"Omaha, Neb.",389000.0,247837.0,2.4,4021.0,-91.1,707794.0,0.0,348703.0,0.0,1.6,0.6,1.2,2446.0,11.5,12.2,335798.0,12.0,66.5,0.67,12.0,2700.0,0.25,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nebraska,Midwest,West North Central,1,0,0,0,0,0,0,0,0,0,0,1,0
4,amazoncom,874709.5,3.0,647500.0,Jeffrey P. Bezos,Retailing,"Seattle, Wash.",647500.0,232887.0,30.9,10073.0,232.1,162648.0,0.0,43549.0,0.0,4.3,6.2,23.1,20.14,30.4,40.2,293398.0,10.0,64.0,0.8,11.5,0.0,0.3,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Washington,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
5,unitedhealth,237255.5,-1.0,300000.0,David S. Wichmann,Health Care,"Minnetonka, Minn.",300000.0,226247.0,12.5,11986.0,13.5,152221.0,0.0,51696.0,0.0,5.3,7.9,23.2,12.19,29.0,26.7,112310.0,10.0,69.5,0.7,8.0,308097.0,0.2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Minnesota,Midwest,West North Central,1,0,0,0,0,0,0,0,0,0,0,1,0
6,mckesson,22455.1,-1.0,68000.0,Brian S. Tyler,Health Care,"Irving, Texas",68000.0,208357.0,4.9,67.0,-98.7,60381.0,0.0,9804.0,0.0,0.0,0.1,0.7,0.32,-6.7,12.0,41143.0,11.0,65.0,0.91,11.0,263843.0,0.27,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
7,cvshealth,69951.6,-1.0,295000.0,Larry J. Merlo,Health Care,"Woonsocket, R.I.",295000.0,194579.0,5.3,-594.0,-109.0,196456.0,0.0,58225.0,0.0,-0.3,-0.3,-1.0,-0.57,0.3,10.4,110088.0,11.0,62.0,0.82,4.0,299765.0,0.27,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Rhode Island,Northeast,New England,0,1,0,0,0,0,0,0,1,0,0,0,0
8,at&t,228444.7,0.0,268220.0,Randall L. Stephenson,Telecommunications,"Dallas, Texas",268220.0,170756.0,6.4,19370.0,-34.2,531864.0,0.0,184089.0,0.0,11.3,3.6,10.5,2.85,1.2,5.7,206153.0,14.0,61.0,0.93,3.0,306664.0,0.29,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
9,amerisourcebergen,16785.9,2.0,20500.0,Steven H. Collis,Health Care,"Chesterbrook, Pa.",20500.0,167939.6,9.7,1658.4,355.0,37669.8,0.0,2932.8,0.0,1.0,4.4,56.5,7.53,2.7,17.0,20865.0,11.0,62.0,0.82,5.0,232644.0,0.27,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Pennsylvania,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
10,chevron,234049.7,2.0,48600.0,Michael K. Wirth,Energy,"San Ramon, Calif.",48600.0,166339.0,23.6,14824.0,61.2,253863.0,0.0,154554.0,0.0,8.9,5.8,9.6,7.74,1.2,7.8,170897.0,12.0,62.0,0.92,5.5,393076.0,0.17,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
11,fordmotor,35028.0,-1.0,199000.0,James P. Hackett,Motor Vehicles &amp; Parts,"Dearborn, Mich.",199000.0,160338.0,2.3,3677.0,-51.6,256540.0,0.0,35932.0,0.0,2.3,1.4,10.2,0.92,-8.4,16.3,58775.0,15.0,61.0,0.8,6.0,289541.0,0.13,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Michigan,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
12,generalmotors,52291.7,-3.0,173000.0,Mary T. Barra,Motor Vehicles &amp; Parts,"Detroit, Mich.",173000.0,147049.0,-6.5,8014.0,0.0,227339.0,0.0,38860.0,0.0,5.4,3.5,20.6,5.53,0.1,0.0,54326.0,12.0,63.0,0.75,3.0,236822.0,0.42,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Michigan,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
13,costcowholesale,106512.6,1.0,194000.0,W. Craig Jelinek,Retailing,"Issaquah, Wash.",194000.0,141576.0,9.7,3134.0,17.0,40830.0,0.0,12799.0,0.0,2.2,7.7,24.5,7.09,14.2,17.5,69162.0,13.0,73.0,0.54,19.0,313784.0,0.23,0.95,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Washington,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
14,alphabet,816824.2,7.0,98771.0,Larry Page,Technology,"Mountain View, Calif.",98771.0,136819.0,23.4,30736.0,142.7,232792.0,0.0,177628.0,0.0,22.5,13.2,17.3,43.7,13.3,21.1,498547.0,11.0,61.0,0.73,11.0,425216.0,0.27,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
15,cardinalhealth,14349.5,-2.0,50200.0,Michael C. Kaufmann,Health Care,"Dublin, Ohio",50200.0,136809.0,5.3,256.0,-80.1,39951.0,0.0,6059.0,0.0,0.2,0.6,4.2,0.81,-5.6,8.4,27030.0,12.0,62.0,0.92,6.0,250029.0,0.33,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Ohio,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
16,walgreensbootsalliance,59691.7,2.0,299000.0,Stefano Pessina,Food &amp; Drug Stores,"Deerfield, Ill.",299000.0,131537.0,11.3,5024.0,23.2,68124.0,0.0,26007.0,0.0,3.8,7.4,19.3,5.05,5.5,13.0,92199.0,12.0,59.5,0.75,4.0,285449.0,0.25,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
17,jpmorganchase,331451.5,2.0,256105.0,James Dimon,Financials,"New York, N.Y.",256105.0,131412.0,15.4,32474.0,32.9,2622532.0,0.0,256515.0,0.0,24.7,1.2,12.7,9.0,13.6,14.5,237600.0,11.0,62.0,0.82,10.0,352500.0,0.18,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
18,verizoncommunications,244327.9,-3.0,144500.0,Hans E. Vestberg,Telecommunications,"New York, N.Y.",144500.0,130863.0,3.8,15528.0,-48.4,264829.0,0.0,53145.0,0.0,11.9,5.9,29.2,3.76,7.5,11.3,190748.0,12.0,59.0,0.92,4.0,264000.0,0.33,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
19,kroger,19630.8,-3.0,453000.0,W. Rodney McMullen,Food &amp; Drug Stores,"Cincinnati, Ohio",453000.0,121162.0,-1.2,3110.0,63.1,38118.0,0.0,7886.0,0.0,2.6,8.2,39.4,3.76,8.4,9.4,36795.0,11.0,64.0,0.82,12.0,261413.0,0.27,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohio,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
20,generalelectric,87009.3,-3.0,283000.0,H. Lawrence Culp Jr.,Industrials,"Boston, Mass.",283000.0,120268.0,-1.6,-22355.0,0.0,309129.0,0.0,30981.0,0.0,-18.6,-7.2,-72.2,-2.62,-20.4,-4.0,292359.0,16.0,63.5,0.94,8.0,318956.0,0.25,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Massachusetts,Northeast,New England,0,1,0,0,0,0,0,0,1,0,0,0,0
21,fanniemae,3242.6,-1.0,7400.0,Hugh R. Frater,Financials,"Washington, D.C.",7400.0,120101.0,6.9,15959.0,547.9,3418318.0,0.0,6240.0,0.0,13.3,0.5,255.8,0.57,-18.8,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,District of Columbia,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
22,phillips66,43240.7,5.0,14200.0,Greg C. Garland,Energy,"Houston, Texas",14200.0,114217.0,24.7,5595.0,9.6,54302.0,0.0,24653.0,0.0,4.9,10.3,22.7,11.8,5.2,0.0,47502.0,8.0,66.0,0.75,3.0,322770.0,0.25,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
23,valeroenergy,35426.1,7.0,10261.0,Joseph W. Gorder,Energy,"San Antonio, Texas",10261.0,111407.0,26.0,3122.0,-23.2,50155.0,0.0,21667.0,0.0,2.8,6.2,14.4,7.29,11.8,17.2,31740.0,10.0,66.5,0.9,5.5,275001.0,0.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
24,bankofamerica,265938.5,-1.0,204489.0,Brian T. Moynihan,Financials,"Charlotte, N.C.",204489.0,110584.0,10.3,28147.0,54.4,2354507.0,0.0,265325.0,0.0,25.5,1.2,10.6,2.61,11.1,6.7,174721.0,13.0,65.0,0.85,3.0,260000.0,0.31,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Carolina,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
25,microsoft,904860.9,4.0,131000.0,Satya Nadella,Technology,"Redmond, Wash.",131000.0,110360.0,22.7,16571.0,-21.8,258848.0,0.0,82718.0,0.0,15.0,6.4,20.0,2.13,25.1,20.9,420483.0,10.0,59.5,0.8,2.0,190758.0,0.2,0.98,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Washington,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
26,homedepot,211828.0,-4.0,413000.0,Craig A. Menear,Retailing,"Atlanta, Ga.",413000.0,108203.0,7.2,11121.0,28.9,44003.0,0.0,-1878.0,0.0,10.3,25.3,0.0,9.73,18.3,25.2,158766.0,11.0,56.0,0.82,4.0,290000.0,0.18,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Georgia,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
27,boeing,215304.7,-1.0,153000.0,Dennis A. Muilenburg,Aerospace &amp; Defense,"Chicago, Ill.",153000.0,101127.0,8.3,10460.0,27.6,117359.0,0.0,339.0,0.0,10.3,8.9,3085.5,17.85,21.8,25.6,99204.0,12.0,63.0,0.83,5.5,301000.0,0.17,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
28,wellsfargo,219467.1,-3.0,258700.0,Charles W. Scharf,Financials,"San Francisco, Calif.",258700.0,101060.0,3.4,22393.0,0.9,1895883.0,0.0,196166.0,0.0,22.2,1.2,11.4,4.28,3.2,7.3,276574.0,16.0,65.5,0.81,9.0,306535.0,0.44,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
29,citi,145625.4,2.0,204000.0,Michael L. Corbat,Financials,"New York, N.Y.",204000.0,97120.0,10.4,18045.0,0.0,1917383.0,0.0,196220.0,0.0,18.6,0.9,9.2,6.68,1.0,-1.9,158393.0,14.0,64.5,0.86,3.0,282500.0,0.21,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
30,marathonpetroleum,40258.2,10.0,60350.0,Gary R. Heminger,Energy,"Findlay, Ohio",60350.0,97102.0,43.6,2780.0,-19.0,92940.0,0.0,35175.0,0.0,2.9,3.0,7.9,5.28,7.9,0.0,27661.0,10.0,64.5,0.9,4.0,310000.0,0.1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohio,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
31,comcast,180948.0,1.0,184000.0,Brian L. Roberts,Telecommunications,"Philadelphia, Pa.",184000.0,94507.0,11.8,11731.0,-48.4,251684.0,0.0,71613.0,0.0,12.4,4.7,16.4,2.53,7.4,17.0,153530.0,12.0,67.5,0.75,12.0,472774.0,0.08,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Pennsylvania,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
32,anthem,73826.6,-4.0,63900.0,Gail K. Boudreaux,Health Care,"Indianapolis, Ind.",63900.0,92105.0,2.3,3750.0,-2.4,71571.0,0.0,28541.0,0.0,4.1,5.2,13.1,14.19,25.2,21.6,36327.0,9.0,63.0,0.89,4.0,301004.0,0.22,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Indiana,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
33,delltechnologies,42170.5,1.0,157000.0,Michael S. Dell,Technology,"Round Rock, Texas",157000.0,90621.0,15.2,-2310.0,0.0,111820.0,0.0,-5765.0,0.0,-2.5,-2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
34,dupontdenemours,120201.4,12.0,98000.0,Marc Doyle,Chemicals,"Wilmington, Del.",98000.0,85977.0,37.2,3844.0,163.3,188030.0,0.0,94571.0,0.0,4.5,2.0,4.1,1.65,7.1,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Delaware,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
35,statefarminsurance,0.0,0.0,56788.0,Michael L. Tipsord,Financials,"Bloomington, Ill.",56788.0,81732.2,4.3,8788.4,298.3,272518.4,0.0,100877.7,0.0,10.8,3.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
36,johnson&johnson,372228.9,0.0,135100.0,Alex Gorsky,Health Care,"New Brunswick, N.J.",135100.0,81581.0,6.7,15297.0,1076.7,152954.0,0.0,59752.0,0.0,18.8,10.0,25.6,5.61,10.0,11.3,279580.0,12.0,64.5,0.92,4.5,284923.0,0.33,0.92,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,New Jersey,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
37,ibm,125560.1,-4.0,381100.0,Virginia M. Rometty,Technology,"Armonk, N.Y.",381100.0,79591.0,0.6,8728.0,51.7,123382.0,0.0,16796.0,0.0,11.0,7.1,52.0,9.52,-6.3,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
38,target,41440.9,0.0,360000.0,Brian C. Cornell,Retailing,"Minneapolis, Minn.",360000.0,75356.0,4.8,2937.0,0.1,41290.0,0.0,11297.0,0.0,3.9,7.1,26.0,5.51,4.3,9.6,48502.0,12.0,57.5,0.92,3.5,260021.0,0.25,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Minnesota,Midwest,West North Central,1,0,0,0,0,0,0,0,0,0,0,1,0
39,freddiemac,1748.7,-2.0,6621.0,Donald H. Layton,Financials,"McLean, Va.",6621.0,73598.0,-1.4,9235.0,64.2,2063060.0,0.0,4477.0,0.0,12.5,0.4,206.3,1.12,-18.2,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
40,unitedparcelservice,96116.3,3.0,364575.0,David P. Abney,Transportation,"Atlanta, Ga.",364575.0,71861.0,9.1,4791.0,-2.4,50016.0,0.0,3021.0,0.0,6.7,9.6,158.6,5.51,1.4,9.1,92325.0,12.0,61.0,0.83,5.5,259968.0,0.25,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Georgia,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
41,lowe's,87685.5,-2.0,245000.0,Marvin R. Ellison,Retailing,"Mooresville, N.C.",245000.0,71309.0,3.9,2314.0,-32.9,34508.0,0.0,3644.0,0.0,3.2,6.7,63.5,2.84,15.2,17.8,68309.0,11.0,61.0,0.91,5.0,230656.0,0.18,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,North Carolina,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
42,intel,241488.9,3.0,107400.0,Robert H. Swan,Technology,"Santa Clara, Calif.",107400.0,70848.0,12.9,21053.0,119.3,127963.0,0.0,74563.0,0.0,29.7,16.5,28.2,4.48,15.8,16.0,159785.0,11.0,60.0,0.82,9.0,312300.0,0.18,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
43,metlife,40751.0,-1.0,48000.0,Michel A. Khalaf,Financials,"New York, N.Y.",48000.0,67941.0,2.7,5123.0,27.8,687538.0,0.0,52741.0,0.0,7.5,0.7,9.7,4.91,-0.1,5.5,56003.0,12.0,61.5,0.92,6.0,266629.0,0.33,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
44,procter&gamble,260289.4,-3.0,92000.0,David S. Taylor,Household Products,"Cincinnati, Ohio",92000.0,66832.0,0.9,9750.0,-36.4,118310.0,0.0,52293.0,0.0,14.6,8.2,18.6,3.67,5.8,7.4,207797.0,12.0,63.0,0.83,5.5,285000.0,0.33,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Ohio,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
45,unitedtechnologies,111146.0,5.0,240200.0,Gregory J. Hayes,Aerospace &amp; Defense,"Farmington, Conn.",240200.0,66501.0,11.1,5269.0,15.8,134211.0,0.0,38446.0,0.0,7.9,3.9,13.7,6.5,1.0,9.7,87291.0,11.0,67.0,0.91,10.0,295000.0,0.18,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Connecticut,Northeast,New England,0,1,0,0,0,0,0,0,1,0,0,0,0
46,fedex,47270.8,3.0,359000.0,Frederick W. Smith,Transportation,"Memphis, Tenn.",359000.0,65450.0,8.5,4572.0,52.6,52330.0,0.0,19416.0,0.0,7.0,8.7,23.5,16.79,3.1,10.4,44065.0,12.0,60.0,0.83,7.0,255983.0,0.25,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Tennessee,South,East South Central,0,0,1,0,0,1,0,0,0,0,0,0,0
47,pepsico,172094.7,-3.0,267000.0,Ramon L. Laguarta,"Food, Beverages &amp; Tobacco","Purchase, N.Y.",267000.0,64661.0,1.8,12515.0,157.7,77648.0,0.0,14518.0,0.0,19.4,16.1,86.2,8.78,9.0,10.5,148875.0,14.0,62.0,0.86,5.0,266667.0,0.29,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
48,archerdanielsmidland,24156.7,-1.0,31600.0,Juan R. Luciano,"Food, Beverages &amp; Tobacco","Chicago, Ill.",31600.0,64341.0,5.8,1810.0,13.5,40833.0,0.0,18981.0,0.0,2.8,4.4,9.5,3.19,1.5,6.1,27247.0,13.0,61.0,0.85,6.0,279167.0,0.15,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
49,prudentialfinancial,37517.7,2.0,50492.0,Charles F. Lowrey,Financials,"Newark, N.J.",50492.0,62992.0,5.5,4074.0,-48.2,815078.0,0.0,48617.0,0.0,6.5,0.5,8.4,9.5,0.6,13.4,37207.0,12.0,62.0,0.83,8.0,320000.0,0.33,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Jersey,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
50,centene,21939.7,10.0,47300.0,Michael F. Neidorff,Health Care,"St. Louis, Mo.",47300.0,60116.0,23.8,900.0,8.7,30901.0,0.0,10917.0,0.0,1.5,2.9,8.2,2.26,31.4,27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Missouri,Midwest,West North Central,1,0,0,0,0,0,0,0,0,0,0,1,0
51,albertsons,0.0,1.0,275000.0,Vivek Sankaran,Food &amp; Drug Stores,"Boise, Idaho",275000.0,59924.6,0.4,46.3,0.0,21812.3,0.0,1398.2,0.0,0.1,0.2,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Idaho,West,Mountain,0,0,0,1,0,0,0,1,0,0,0,0,0
52,waltdisney,199589.9,2.0,201000.0,Robert A. Iger,Media,"Burbank, Calif.",201000.0,59434.0,7.8,12598.0,40.3,98598.0,0.0,48773.0,0.0,21.2,12.8,25.8,8.36,9.0,18.7,191976.0,10.0,60.5,0.9,10.5,301866.0,0.3,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,California,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
53,sysco,34278.8,0.0,67000.0,0,Wholesalers,"Houston, Texas",67000.0,58727.3,6.1,1430.8,25.2,18070.4,0.0,2507.0,0.0,2.4,7.9,57.1,2.7,14.7,14.1,23286.0,12.0,69.5,0.83,10.0,305032.0,0.25,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
