,Company,Market Value (M),rank_change1000,employees,CEO,Sector,HQ Location,Employees,Revenues ($M),Revenues ($M)Growth,Profits ($M),Profits ($M)Growth,Assets ($M),Assets ($M)Growth,Total Stockholder Equity ($M),Total Stockholder Equity ($M)Growth,Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),"Total Return to Investors (5 year, annualized)","Total Return to Investors (10 year, annualized)",Market Cap (M),No_Directors,Median_age,Board_Independance,Median_Tenure,Median_pay,women_on_board,GD_Approval,HBR Ranked,GD Ranked,GD & HBR Ranked,MarketSize: < 250 million,"MarketSize: 250 ~ 1,000 million","MarketSize: 1,001 ~ 5,000 million","MarketSize: 5,001 ~ 50,000 million",MarketSize: 50 Billion +,Aerospace & Defense,Apparel,Business Services,Chemicals,Energy,Engineering & Construction,Financials,Food & Drug Stores,"Food, Beverages & Tobacco",Health Care,"Hotels, Restaurants & Leisure",Household Products,Industrials,Materials,Media,Motor Vehicles & Parts,Retailing,Technology,Telecommunications,Transportation,Wholesalers,State,Region,Division,Midwest,Northeast,South,West,East North Central,East South Central,Middle Atlantic,Mountain,New England,Pacific,South Atlantic,West North Central,West South Central
607,quad/graphics,610.7,-15.0,20600.0,J. Joel Quadracci,Media,"Sussex, Wis.",20600.0,4193.7,1.5,8.5,-92.1,2469.1,0.0,442.5,0.0,0.2,0.3,1.9,0.16,-9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Wisconsin,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
608,meritor,1696.9,83.0,8600.0,Jeffrey A. Craig,Motor Vehicles &amp; Parts,"Troy, Mich.",8600.0,4178.0,24.8,117.0,-63.9,2726.0,0.0,287.0,0.0,2.8,4.3,40.8,1.28,10.1,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Michigan,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
609,mrcglobal,1477.2,30.0,3773.0,Andrew R. Lane,Energy,"Houston, Texas",3773.0,4172.0,14.4,74.0,48.0,2434.0,0.0,1047.0,0.0,1.8,3.0,7.1,0.54,-17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
610,conchoresources,22257.9,202.0,1503.0,Timothy A. Leach,Energy,"Midland, Texas",1503.0,4151.0,60.5,2286.0,139.1,26294.0,0.0,18768.0,0.0,55.1,8.7,12.2,13.25,-1.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
611,church&dwight,17517.8,11.0,4700.0,Matthew T. Farrell,Household Products,"Ewing, N.J.",4700.0,4145.9,9.8,568.6,-23.5,6069.2,0.0,2453.8,0.0,13.7,9.4,23.2,2.27,16.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,New Jersey,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
612,anteroresources,2725.4,23.0,623.0,Paul M. Rady,Energy,"Denver, Colo.",623.0,4139.6,13.2,-397.5,-164.6,15519.5,0.0,7665.8,0.0,-9.6,-2.6,-5.2,-1.26,-31.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado,West,Mountain,0,0,0,1,0,0,0,1,0,0,0,0,0
613,alexionpharmaceuticals,30320.9,42.0,2656.0,Ludwig N. Hantson Ph.D.,Health Care,"Boston, Mass.",2656.0,4131.2,16.3,77.6,-82.5,13931.9,0.0,9165.3,0.0,1.9,0.6,0.8,0.35,-6.0,18.3,39803.0,10.0,62.5,0.8,3.0,364764.0,0.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Massachusetts,Northeast,New England,0,1,0,0,0,0,0,0,1,0,0,0,0
614,bloomin'brands,1873.9,-31.0,93000.0,David J. Deno,"Hotels, Restaurants &amp; Leisure","Tampa, Fla.",93000.0,4126.4,-2.1,107.1,6.8,2464.8,0.0,45.7,0.0,2.6,4.3,234.2,1.14,-4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Florida,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
615,buckeyepartners,5460.6,23.0,1850.0,Clark C. Smith,Energy,"Houston, Texas",1850.0,4108.3,12.6,-59.0,-112.3,9355.6,0.0,4120.1,0.0,-1.4,-0.6,-1.4,-0.41,-9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
616,inglesmarkets,559.6,-16.0,17940.0,James W. Lanning,Food &amp; Drug Stores,"Black Mountain, N.C.",17940.0,4092.8,2.3,97.4,80.7,1824.9,0.0,595.4,0.0,2.4,5.3,16.4,0.0,2.1,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,North Carolina,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
617,bemis,5060.4,-21.0,15694.0,William F. Austen,Materials,"Neenah, Wis.",15694.0,4089.9,1.1,225.7,140.1,3571.0,0.0,1215.9,0.0,5.5,6.3,18.6,2.47,4.9,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Wisconsin,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
618,snap-on,8700.2,-17.0,12600.0,Nicholas T. Pinchuk,Industrials,"Kenosha, Wis.",12600.0,4070.4,1.8,679.9,21.9,5373.1,0.0,3098.8,0.0,16.7,12.7,21.9,11.87,7.6,16.4,9633.0,10.0,62.5,0.9,7.5,240530.0,0.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Wisconsin,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
619,scana,0.0,-56.0,5200.0,P. Rodney Blevins,Energy,"Cayce, S.C.",5200.0,4052.0,-8.1,-528.0,0.0,17654.0,0.0,4602.0,0.0,-13.0,-3.0,-11.5,-3.7,4.3,7.5,8463.0,10.0,59.5,0.9,12.0,185500.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Carolina,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
620,alleghenytechnologies,3224.6,42.0,8800.0,Robert S. Wetherbee,Materials,"Pittsburgh, Pa.",8800.0,4046.6,14.8,222.4,0.0,5501.8,0.0,1885.7,0.0,5.5,4.0,11.8,1.61,-8.3,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pennsylvania,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
621,olddominionfreightline,11716.8,67.0,21279.0,Greg C. Gantt,Transportation,"Thomasville, N.C.",21279.0,4043.7,20.4,605.7,30.6,3545.3,0.0,2680.5,0.0,15.0,17.1,22.6,7.38,18.6,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,North Carolina,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
622,kla-tencor,19543.1,44.0,6550.0,Richard P. Wallace,Technology,"Milpitas, Calif.",6550.0,4036.7,16.0,802.3,-13.4,5619.4,0.0,1620.5,0.0,19.9,14.3,49.5,5.1,14.6,21.0,10467.0,11.0,66.0,0.91,8.0,267040.0,0.09,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
623,americaneagleoutfitters,3826.2,-2.0,27000.0,Jay L. Schottenstein,Retailing,"Pittsburgh, Pa.",27000.0,4035.7,6.3,261.9,28.3,1903.4,0.0,1287.6,0.0,6.5,13.8,20.3,1.47,9.6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pennsylvania,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
624,nexeosolutions,0.0,18.0,2760.0,David A. Bradley,Wholesalers,"The Woodlands, Texas",2760.0,4034.2,10.9,29.4,104.2,2243.6,0.0,814.5,0.0,0.7,1.3,3.6,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
625,totalsystemservices,16854.9,-97.0,13100.0,M. Troy Woods,Business Services,"Columbus, Ga.",13100.0,4028.2,-18.3,576.7,-1.6,7468.7,0.0,2585.9,0.0,14.3,7.7,22.3,3.14,20.6,20.8,9650.0,14.0,67.5,0.57,22.5,208107.0,0.07,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Georgia,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
626,warnermusic,0.0,24.0,4660.0,Stephen F. Cooper,Media,"New York, N.Y.",4660.0,4005.0,12.0,307.0,114.7,5344.0,0.0,-334.0,0.0,7.7,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
627,dentsplysirona,11069.4,-25.0,16400.0,Donald M. Casey Jr.,Health Care,"York, Pa.",16400.0,3986.3,-0.2,-1011.0,0.0,8687.0,0.0,5121.1,0.0,-25.4,-11.6,-19.7,-4.51,-4.6,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Pennsylvania,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
628,microchiptechnology,19658.9,46.0,14234.0,Steve Sanghi,Technology,"Chandler, Ariz.",14234.0,3980.8,16.2,255.4,55.1,8257.2,0.0,3279.8,0.0,6.4,3.1,7.8,1.03,12.6,17.9,10193.0,5.0,64.0,0.8,18.0,155295.0,0.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Arizona,West,Mountain,0,0,0,1,0,0,0,1,0,0,0,0,0
629,internationalflavors&fragrances,13733.5,50.0,13209.0,Andreas Fibig,Chemicals,"New York, N.Y.",13209.0,3977.5,17.0,337.3,14.1,12889.4,0.0,6033.0,0.0,8.5,2.6,5.6,3.79,11.4,18.7,9352.0,10.0,64.0,0.9,4.5,227092.0,0.3,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
630,gartner,13607.5,66.0,15173.0,Eugene A. Hall,Technology,"Stamford, Conn.",15173.0,3975.5,20.1,122.5,3634.6,6201.5,0.0,850.8,0.0,3.1,2.0,14.4,1.33,12.5,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Connecticut,Northeast,New England,0,1,0,0,0,0,0,0,1,0,0,0,0
631,elementsolutions,2549.2,-8.0,4450.0,Benjamin Gliklich,Chemicals,"West Palm Beach, Fla.",4450.0,3952.8,4.7,-324.4,0.0,9401.5,0.0,2109.2,0.0,-8.2,-3.5,-15.4,-1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
632,flowersfoods,4496.4,-21.0,9200.0,A. Ryals McMullian,"Food, Beverages &amp; Tobacco","Thomasville, Ga.",9200.0,3951.9,0.8,157.2,4.7,2845.5,0.0,1258.3,0.0,4.0,5.5,12.5,0.74,0.1,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Georgia,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
633,urbanoutfitters,3131.2,11.0,16800.0,Richard A. Hayne,Retailing,"Philadelphia, Pa.",16800.0,3950.6,9.3,298.0,175.3,2160.5,0.0,1489.1,0.0,7.5,13.8,20.0,2.72,-2.2,8.3,3544.0,8.0,65.5,0.5,19.5,240400.0,0.25,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pennsylvania,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
634,sallybeautyholdings,2219.3,-24.0,21955.0,Christian A. Brickman,Retailing,"Denton, Texas",21955.0,3932.6,-0.1,258.0,20.0,2097.4,0.0,-268.6,0.0,6.6,12.3,0.0,2.08,-10.8,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
635,worldpay,35305.8,-36.0,8186.0,Charles D. Drucker,Business Services,"Symmes Township, Ohio",8186.0,3925.4,-2.5,12.8,-90.2,24888.5,0.0,9854.4,0.0,0.3,0.1,0.1,0.04,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohio,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
636,lennoxinternational,10542.2,-17.0,11350.0,Todd M. Bluedorn,Industrials,"Richardson, Texas",11350.0,3883.9,1.2,359.0,17.4,1817.2,0.0,-149.6,0.0,9.2,19.8,0.0,8.74,22.3,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
637,keysighttechnologies,16392.6,72.0,12900.0,Ronald S. Nersesian,Technology,"Santa Rosa, Calif.",12900.0,3878.0,21.6,165.0,61.8,5824.0,0.0,2433.0,0.0,4.3,2.8,6.8,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
638,greif,2158.1,3.0,13000.0,Peter G. Watson,Materials,"Delaware, Ohio",13000.0,3873.8,6.5,209.4,76.6,3194.8,0.0,1107.8,0.0,5.4,6.6,18.9,0.0,-3.1,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ohio,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
639,skyworkssolutions,14269.2,-3.0,9400.0,Liam K. Griffin,Technology,"Woburn, Mass.",9400.0,3868.0,5.9,918.4,-9.1,4828.9,0.0,4097.0,0.0,23.7,19.0,22.4,5.01,20.0,29.1,14732.0,8.0,57.0,0.88,12.0,262455.0,0.13,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Massachusetts,Northeast,New England,0,1,0,0,0,0,0,0,1,0,0,0,0
640,sabre,5893.6,6.0,8860.0,Sean E. Menke,Technology,"Southlake, Texas",8860.0,3867.0,7.5,337.5,39.2,5806.4,0.0,967.1,0.0,8.7,5.8,34.9,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
641,southwesternenergy,2538.8,67.0,960.0,William J. Way,Energy,"Spring, Texas",960.0,3862.0,20.6,537.0,-48.7,5797.0,0.0,2362.0,0.0,13.9,9.3,22.7,0.93,-38.7,-19.3,4244.0,9.0,62.0,0.78,5.0,273595.0,0.11,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
642,scansource,920.7,10.0,2600.0,Michael L. Baur,Wholesalers,"Greenville, S.C.",2600.0,3846.3,7.8,33.2,-52.1,1945.3,0.0,866.4,0.0,0.9,1.7,3.8,1.29,-4.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,South Carolina,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
643,greenplains,690.9,4.0,1194.0,Todd A. Becker,Energy,"Omaha, Neb.",1194.0,3843.4,6.9,15.9,-73.9,2216.4,0.0,946.8,0.0,0.4,0.7,1.7,0.39,-5.7,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nebraska,Midwest,West North Central,1,0,0,0,0,0,0,0,0,0,0,1,0
644,flowserve,5912.6,-10.0,17000.0,R. Scott Rowe,Industrials,"Irving, Texas",17000.0,3832.7,4.7,119.7,4412.5,4616.3,0.0,1642.3,0.0,3.1,2.6,7.3,0.91,-12.3,9.7,6067.0,11.0,59.0,0.91,8.0,216988.0,0.18,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
645,wabcoholdings,6773.0,54.0,16135.0,Jacques H. G. Esculier,Motor Vehicles &amp; Parts,"Auburn Hills, Mich.",16135.0,3831.0,15.9,394.1,-3.0,3738.6,0.0,1176.8,0.0,10.3,10.5,33.5,7.43,2.8,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Michigan,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
646,aaron's,3565.1,34.0,11800.0,John W. Robinson III,Retailing,"Atlanta, Ga.",11800.0,3828.9,13.2,196.2,-32.9,2826.7,0.0,1760.7,0.0,5.1,6.9,11.1,2.78,7.8,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Georgia,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
647,insperity,5062.3,53.0,3200.0,Paul J. Sarvadi,Business Services,"Kingwood, Texas",3200.0,3828.5,16.0,135.4,60.4,1191.8,0.0,77.7,0.0,3.5,11.4,174.3,3.22,43.1,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
648,lsccommunications,217.6,-3.0,22000.0,Thomas J. Quinlan III,Media,"Chicago, Ill.",22000.0,3826.0,6.2,-23.0,0.0,1754.0,0.0,178.0,0.0,-0.6,-1.3,-12.9,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Illinois,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
649,transdigm,24014.8,12.0,10100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,monsterbeverage,29645.0,33.0,2748.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28013.0,10.0,63.0,0.7,20.0,229969.0,0.1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,hexion,0.0,-3.0,4000.0,Craig A. Rogerson,Chemicals,"Columbus, Ohio",4000.0,3797.0,5.7,-162.0,0.0,1961.0,0.0,-2912.0,0.0,-4.3,-8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohio,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
652,edwardslifesciences,39817.6,21.0,12800.0,Michael A. Mussallem,Health Care,"Irvine, Calif.",12800.0,3772.8,9.8,722.2,23.7,5323.7,0.0,3140.4,0.0,19.1,13.6,23.0,3.38,36.0,27.3,16949.0,8.0,67.0,0.88,5.5,246297.0,0.25,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,California,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
653,spragueresources,420.1,104.0,901.0,David C. Glendon,Wholesalers,"Portsmouth, N.H.",901.0,3771.1,32.1,79.8,170.6,1245.2,0.0,137.0,0.0,2.1,6.4,58.3,3.16,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,New Hampshire,Northeast,New England,0,1,0,0,0,0,0,0,1,0,0,0,0
654,karauctionservices,6819.2,16.0,16468.0,James P. Hallett,Wholesalers,"Carmel, Ind.",16468.0,3769.6,9.0,328.0,-9.4,7206.2,0.0,1464.2,0.0,8.7,4.6,22.4,2.42,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Indiana,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
655,resoluteforestproducts,716.8,8.0,7400.0,Yves Laflamme,Materials,"Plattsburgh, N.Y.",7400.0,3756.0,6.9,235.0,0.0,3935.0,0.0,1534.0,0.0,6.3,6.0,15.3,2.52,-10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
656,ventas,22757.7,-5.0,500.0,Debra A. Cafaro,Financials,"Chicago, Ill.",500.0,3745.8,4.8,409.5,-69.8,22584.6,0.0,10215.9,0.0,10.9,1.8,4.0,1.14,8.2,12.3,17887.0,10.0,61.0,0.7,6.0,235500.0,0.2,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
657,ashlandglobalholdings,4892.4,47.0,6000.0,William A. Wulfsohn,Chemicals,"Covington, Ky.",6000.0,3743.0,14.8,114.0,11300.0,8252.0,0.0,3406.0,0.0,3.0,1.4,3.3,1.79,9.2,31.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kentucky,South,East South Central,0,0,1,0,0,1,0,0,0,0,0,0,0
658,pitneybowes,1271.7,-2.0,13300.0,Marc B. Lautenbach,Technology,"Stamford, Conn.",13300.0,3733.9,5.2,223.7,-14.4,5972.9,0.0,239.5,0.0,6.0,3.7,93.4,1.19,-20.1,-8.1,4169.0,11.0,63.0,0.91,9.0,203210.0,0.36,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Connecticut,Northeast,New England,0,1,0,0,0,0,0,0,1,0,0,0,0
659,kemper,4944.0,130.0,8100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,intuitivesurgical,65822.9,58.0,5527.0,Gary S. Guthart,Health Care,"Sunnyvale, Calif.",5527.0,3724.2,19.0,1127.9,70.9,7846.7,0.0,6678.8,0.0,30.3,14.4,16.9,9.49,30.2,27.5,18555.0,9.0,64.0,0.78,10.0,308947.0,0.11,0.97,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,California,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
